# Outliers,Original Index,Temperature (K),Electrical Resistivity (Ohm m),Seebeck Coefficient (V/K),Thermal Conductivity (W/(m K)),Figure of Merit,Thermopower (V/K),Thermal Conductivity x Figure of Merit (W/m K),Power Factor (W/(K^2 m)),Formula,Series,Series Index,Family,Electrical Conductivity (S/m),Preparative Route,Final Form,Authors,DOI,Comments,Cell Volume (A^3),Formula Units per Cell,Atoms per Formula Unit,Total Atoms Per Unit Cell,Average Atomic Volume,Author of Unit Cell,Unit Cell DOI,ICSD ID,Electronic over Total Thermal Conductivity,Space Group,Number of Symmetry Elements
outliers,orig_index,T,rho,seebeck,kappa,zT,seebeck_abs,kappa_zT,power_factor,formula,series,x,family,sigma,preparative_route,final_form,authors,doi,comments,cell_volume,formula_units_per_cell,atoms_per_formula_unit,total_atoms_per_unit_cell,average_atomic_volume,author_of_unit_cell,unit_cell_doi,icsd_id,kel/ktot,space_group,symmetry_elements
,53,1000,0.000308794,-0.000248217,1.38075,0.1445037573,0.000248217,0.1995235629,0.0001995235629,CaMn0.98Nb0.02O3,CaMn1-xNbxO3,0.02,CaMnO3,3238.404891,Ultrasonic Spray Pyrolysis,polycrystalline,Populoh2011JMR,http://dx.doi.org/10.1557/jmr.2011.140,<200 nm crystal size,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,0.05722765117,62,8
,54,400,0.000183658,-0.000153655,,,0.000153655,0.05142135714,0.0001285533929,CaMn0.98Ru0.02O3,CaMn1-xRuxO3,0.02,CaMnO3,5444.903026,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Seebeck extrapolated from 500 K, Ru content dampens Seebeck (bad), but increases conductivity (good)",208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,,62,8
,55,700,0.000241829,-0.000195784,,,0.000195784,0.1109542787,0.0001585061124,CaMn0.98Ru0.02O3,CaMn1-xRuxO3,0.02,CaMnO3,4135.153352,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,,62,8
,56,1000,0.000279999,-0.000213722,,,0.000213722,0.1631330586,0.0001631330586,CaMn0.98Ru0.02O3,CaMn1-xRuxO3,0.02,CaMnO3,3571.441327,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,,62,8
,57,400,0.0000752127,-0.000119985,3.75786,0.02037427329,0.000119985,0.07656366664,0.0001914091666,CaMn0.96Ru0.04O3,CaMn1-xRuxO3,0.04,CaMnO3,13295.62694,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,0.03453170658,62,8
,58,700,0.000101835,-0.000137217,3.23973,0.03994919154,0.000137217,0.1294245943,0.0001848922776,CaMn0.96Ru0.04O3,CaMn1-xRuxO3,0.04,CaMnO3,9819.80655,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,0.05177045491,62,8
,59,1000,0.000126982,-0.000152892,2.88165,0.06388312159,0.000152892,0.1840887973,0.0001840887973,CaMn0.96Ru0.04O3,CaMn1-xRuxO3,0.04,CaMnO3,7875.131908,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,0.06668166452,62,8
,60,400,0.0000660169,-0.000101595,,,0.000101595,0.06253879855,0.0001563469964,CaMn0.94Ru0.06O3,CaMn1-xRuxO3,0.06,CaMnO3,15147.63644,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,,62,8
,61,700,0.0000892335,-0.000122221,,,0.000122221,0.1171822352,0.0001674031932,CaMn0.94Ru0.06O3,CaMn1-xRuxO3,0.06,CaMnO3,11206.55359,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,,62,8
,62,1000,0.000113926,-0.000144545,,,0.000144545,0.1833932292,0.0001833932292,CaMn0.94Ru0.06O3,CaMn1-xRuxO3,0.06,CaMnO3,8777.627583,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,,62,8
,63,400,0.0000395648,-0.0000605695,,,0.0000605695,0.03709018451,0.00009272546127,CaMn0.9Ru0.1O3,CaMn1-xRuxO3,0.1,CaMnO3,25274.99191,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,64,700,0.0000529042,-0.0000816199,,,0.0000816199,0.0881454715,0.0001259221021,CaMn0.9Ru0.1O3,CaMn1-xRuxO3,0.1,CaMnO3,18902.09095,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,65,1000,0.0000673792,-0.000101822,,,0.000101822,0.1538712197,0.0001538712197,CaMn0.9Ru0.1O3,CaMn1-xRuxO3,0.1,CaMnO3,14841.37538,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,66,400,0.0000310502,-0.0000356717,,,0.0000356717,0.01639242492,0.00004098106231,CaMn0.82Ru0.18O3,CaMn1-xRuxO3,0.18,CaMnO3,32205.91172,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,67,700,0.0000403027,-0.0000558726,,,0.0000558726,0.05422026816,0.00007745752594,CaMn0.82Ru0.18O3,CaMn1-xRuxO3,0.18,CaMnO3,24812.23342,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,68,1000,0.0000504634,-0.0000678691,,,0.0000678691,0.09127832716,0.00009127832716,CaMn0.82Ru0.18O3,CaMn1-xRuxO3,0.18,CaMnO3,19816.34214,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,69,300,0.000305454501,-0.000211966,,,0.000211966,0.04412727755,0.0001470909252,CaGd0.98Mn0.02O3,Ca1-xGdxMnO3,0.02,CaMnO3,3273.81,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,"Extrapolated from 323 K, 50-70nm crystal size",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,70,400,0.0002754100167,-0.000215385,,,0.000215385,0.06737692229,0.0001684423057,CaGd0.98Mn0.02O3,Ca1-xGdxMnO3,0.02,CaMnO3,3630.95,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,71,700,0.0002210526083,-0.00022792,,,0.00022792,0.1645005176,0.0002350007394,CaGd0.98Mn0.02O3,Ca1-xGdxMnO3,0.02,CaMnO3,4523.81,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,72,1000,0.0002270271252,-0.000235328,,,0.000235328,0.2439323827,0.0002439323827,CaGd0.98Mn0.02O3,Ca1-xGdxMnO3,0.02,CaMnO3,4404.76,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,"Extrapolated from 926 K, 50-70nm crystal size",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,,62,8
,73,300,0.0001486725769,-0.000162393,1.78652,0.02978633798,0.000162393,0.05321388853,0.0001773796284,CaGd0.96Mn0.04O3,Ca1-xGdxMnO3,0.04,CaMnO3,6726.19,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,"Extrapolated from 323 K, 50-70nm crystal size",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,0.02755956317,62,8
,74,400,0.0001287355848,-0.000163533,1.6149,0.05145487818,0.000163533,0.08309448277,0.0002077362069,CaGd0.96Mn0.04O3,Ca1-xGdxMnO3,0.04,CaMnO3,7767.86,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,0.04694675435,62,8
,75,700,0.0001166666472,-0.00017265,1.34638,0.1328363202,0.00017265,0.1788481648,0.0002554973783,CaGd0.96Mn0.04O3,Ca1-xGdxMnO3,0.04,CaMnO3,8571.43,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,0.1087360362,62,8
,76,1000,0.0001056603295,-0.00017265,1.28033,0.2203430126,0.00017265,0.2821117693,0.0002821117693,CaGd0.96Mn0.04O3,Ca1-xGdxMnO3,0.04,CaMnO3,9464.29,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,"Extrapolated from 926 K, 50-70nm crystal size",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,0.1803665274,62,8
,77,300,0.0001454545455,-0.000104274,2.84951,0.007870020054,0.000104274,0.02242570084,0.00007475233615,CaGd0.94Mn0.06O3,Ca1-xGdxMnO3,0.06,CaMnO3,6875,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,"Extrapolated from 323 K, 50-70nm crystal size",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,0.01766093118,62,8
,78,400,0.0001135135626,-0.000118519,2.5699,0.0192606957,0.000118519,0.04949806187,0.0001237451547,CaGd0.94Mn0.06O3,Ca1-xGdxMnO3,0.06,CaMnO3,8809.52,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,0.03345691085,62,8
,79,700,0.00008659808099,-0.000144729,2.1394,0.07914234296,0.000144729,0.1693171285,0.0002418816122,CaGd0.94Mn0.06O3,Ca1-xGdxMnO3,0.06,CaMnO3,11547.6,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,0.0921908049,62,8
,80,1000,0.00008865405415,-0.000144729,1.94512,0.1214691864,0.000144729,0.2362721439,0.0002362721439,CaGd0.94Mn0.06O3,Ca1-xGdxMnO3,0.06,CaMnO3,11279.8,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,"Extrapolated from 926 K, 50-70nm crystal size",210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,0.1414962162,62,8
,81,400,0.0000175816,0.0000230889,,,0.0000230889,0.01212852762,0.00003032131906,Nd1.4Bi0.6Ru2O7,Nd2-xBixRu2O7,0.6,A2Ru2O7,56877.64481,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1102.66,8,11,88,12.53022727,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78129,,227,192
,82,700,0.0000192802,0.0000324546,,,0.0000324546,0.03824186174,0.00005463123106,Nd1.4Bi0.6Ru2O7,Nd2-xBixRu2O7,0.6,A2Ru2O7,51866.68188,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1102.66,8,11,88,12.53022727,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78129,,227,192
,83,1000,0.0000203743,0.0000399576,,,0.0000399576,0.07836390932,0.00007836390932,Nd1.4Bi0.6Ru2O7,Nd2-xBixRu2O7,0.6,A2Ru2O7,49081.44083,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1102.66,8,11,88,12.53022727,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78129,,227,192
,84,400,0.0000117083,0.0000211709,,,0.0000211709,0.01531245379,0.00003828113448,NdBiRu2O7,Nd2-xBixRu2O7,1,A2Ru2O7,85409.49583,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,,227,192
,85,700,0.0000134069,0.000030254,,,0.000030254,0.04778980683,0.00006827115262,NdBiRu2O7,Nd2-xBixRu2O7,1,A2Ru2O7,74588.45818,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,,227,192
,86,1000,0.0000153071,0.0000354446,,,0.0000354446,0.08207430991,0.00008207430991,NdBiRu2O7,Nd2-xBixRu2O7,1,A2Ru2O7,65329.16098,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,,227,192
,87,400,0.0000321831,0.0000177183,,,0.0000177183,0.003901900748,0.000009754751869,Yb1.4Bi0.6Ru2O7,Yb2-xBixRu2O7,0.6,A2Ru2O7,31072.20871,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,,227,192
,88,700,0.0000310001,0.0000293243,,,0.0000293243,0.01941736315,0.00002773909021,Yb1.4Bi0.6Ru2O7,Yb2-xBixRu2O7,0.6,A2Ru2O7,32257.96046,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,,227,192
,89,1000,0.0000297746,0.0000389584,,,0.0000389584,0.05097488902,0.00005097488902,Yb1.4Bi0.6Ru2O7,Yb2-xBixRu2O7,0.6,A2Ru2O7,33585.6737,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,,227,192
,90,400,0.0000169298,0.0000192959,,,0.0000192959,0.00879707396,0.0000219926849,YbBiRu2O7,Yb2-xBixRu2O7,1,A2Ru2O7,59067.44321,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,,227,192
,91,700,0.0000176901,0.0000293247,,,0.0000293247,0.03402788119,0.00004861125884,YbBiRu2O7,Yb2-xBixRu2O7,1,A2Ru2O7,56528.79294,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,,227,192
,92,1000,0.0000181126,0.0000358594,,,0.0000358594,0.07099458766,0.00007099458766,YbBiRu2O7,Yb2-xBixRu2O7,1,A2Ru2O7,55210.18517,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,,227,192
,93,400,0.000004907496517,-0.00000163727,,,0.00000163727,0.0002184945455,0.0000005462363639,Bi2Ru2O7,Y2-xBixRu2O7,2,A2Ru2O7,188304.1971,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,Extrapolated from 478 K,1090.63,8,11,88,12.39352273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73787,,227,192
,94,700,0.000005740503684,0.00000537588,,,0.00000537588,0.003524091466,0.00000503441638,Bi2Ru2O7,Y2-xBixRu2O7,2,A2Ru2O7,172675.2128,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,1090.63,8,11,88,12.39352273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73787,,227,192
,95,1000,0.000006867204808,0.0000124335,,,0.0000124335,0.0225116225,0.0000225116225,Bi2Ru2O7,Y2-xBixRu2O7,2,A2Ru2O7,143261.6669,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,1090.63,8,11,88,12.39352273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73787,,227,192
,96,400,0.00001011160277,0.0000214601,,,0.0000214601,0.01821811646,0.00004554529116,Y0.5Bi1.5Ru2O7,Y2-xBixRu2O7,1.5,A2Ru2O7,96879.07868,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,Extrapolated from 478 K,1079.79,8,11,88,12.27034091,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73790,,227,192
,97,700,0.00001050436974,0.0000152873,,,0.0000152873,0.01557362154,0.00002224803078,Y0.5Bi1.5Ru2O7,Y2-xBixRu2O7,1.5,A2Ru2O7,94641.14807,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,1079.79,8,11,88,12.27034091,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73790,,227,192
,98,1000,0.000011906113,0.0000172564,,,0.0000172564,0.0250109621,0.0000250109621,Y0.5Bi1.5Ru2O7,Y2-xBixRu2O7,1.5,A2Ru2O7,82985.07675,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,1079.79,8,11,88,12.27034091,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73790,,227,192
,99,400,0.00001995400148,0.0000154424,,,0.0000154424,0.004780348805,0.00001195087201,YBiRu2O7,Y2-xBixRu2O7,1,A2Ru2O7,50228.47585,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,Extrapolated from 478 K,1069.75,8,11,88,12.15625,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73793,,227,192
,100,700,0.0000190151607,0.0000171456,,,0.0000171456,0.01082189748,0.00001545985354,YBiRu2O7,Y2-xBixRu2O7,1,A2Ru2O7,51461.21077,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,1069.75,8,11,88,12.15625,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73793,,227,192
,101,1000,0.00001998572927,0.0000172121,,,0.0000172121,0.01482339636,0.00001482339636,YBiRu2O7,Y2-xBixRu2O7,1,A2Ru2O7,49225.48457,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,1069.75,8,11,88,12.15625,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73793,,227,192
,102,400,0.05732274775,0.00027,,,0.00027,0.0005086985733,0.000001271746433,Y2Ru2O7,Y2-xBixRu2O7,2,A2Ru2O7,17.334607,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,Extrapolated from 478 K,1040.8,8,11,88,11.82727273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73799,,227,192
,103,700,0.002840677949,0.0000219156,,,0.0000219156,0.0001183539537,0.0000001690770767,Y2Ru2O7,Y2-xBixRu2O7,2,A2Ru2O7,346.4607171,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,1040.8,8,11,88,11.82727273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73799,,227,192
,104,1000,0.0008448118559,0.0000172564,,,0.0000172564,0.0003524848034,0.0000003524848034,Y2Ru2O7,Y2-xBixRu2O7,2,A2Ru2O7,1156.991051,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,1040.8,8,11,88,11.82727273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73799,,227,192
,105,300,0.02,0.00021,,,0.00021,0.0006615,0.000002205,Nd2Ru2O7,Nd2Ru2O7,0,A2Ru2O7,50,solid state reaction,polycrystalline,Gaultois2013JPCM,https://doi.org/10.1088/0953-8984/25/18/186004,"58.4% density, mg103",1104.29,8,11,88,12.54875,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78133,,227,192
,106,400,0.0025,0.00004,,,0.00004,0.000256,0.00000064,Nd2Ru2O7,Nd2Ru2O7,0,A2Ru2O7,400,solid state reaction,polycrystalline,Gaultois2013JPCM,https://doi.org/10.1088/0953-8984/25/18/186004,"58.4% density, mg103",1104.29,8,11,88,12.54875,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78133,,227,192
,107,700,0.00017,0.0000227,,,0.0000227,0.002121782353,0.000003031117647,Nd2Ru2O7,Nd2Ru2O7,0,A2Ru2O7,5882.352941,solid state reaction,polycrystalline,Gaultois2013JPCM,https://doi.org/10.1088/0953-8984/25/18/186004,"58.4% density, mg103",1104.29,8,11,88,12.54875,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78133,,227,192
,108,1000,0.000101,0.0000265,,,0.0000265,0.006952970297,0.000006952970297,Nd2Ru2O7,Nd2Ru2O7,0,A2Ru2O7,9900.990099,solid state reaction,polycrystalline,Gaultois2013JPCM,https://doi.org/10.1088/0953-8984/25/18/186005,"58.4% density, extrapolated 860 K, mg103",1104.29,8,11,88,12.54875,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78133,,227,192
,109,300,0.01536,0.0001739,,,0.0001739,0.0005906486328,0.000001968828776,Nd2Ru2O7,Nd2Ru2O7,0,A2Ru2O7,65.10416667,Ultrasonic spray pyrolysis,polycrystalline,Gaultois2013JPCM,https://doi.org/10.1088/0953-8984/25/18/186006,"38.8% density, mg070",1104.29,8,11,88,12.54875,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78133,,227,192
,110,400,0.0038,0.0000593,,,0.0000593,0.0003701568421,0.0000009253921053,Nd2Ru2O7,Nd2Ru2O7,0,A2Ru2O7,263.1578947,Ultrasonic spray pyrolysis,polycrystalline,Gaultois2013JPCM,https://doi.org/10.1088/0953-8984/25/18/186007,"38.8% density, mg070",1104.29,8,11,88,12.54875,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78133,,227,192
,111,700,0.00031,0.000022,,,0.000022,0.001092903226,0.000001561290323,Nd2Ru2O7,Nd2Ru2O7,0,A2Ru2O7,3225.806452,Ultrasonic spray pyrolysis,polycrystalline,Gaultois2013JPCM,https://doi.org/10.1088/0953-8984/25/18/186008,"38.8% density, extrapolated 560 K, mg070",1104.29,8,11,88,12.54875,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78133,,227,192
,112,400,0.00011934,-0.000090279,2.41307,0.0113208104,0.000090279,0.02731790796,0.00006829476991,Ca0.9Nd0.1MnO3,Ca1-xNdxMnO3,0.1,CaMnO3,8379.420144,Solid state reaction,polycrystalline,Flahaut2006JAP,http://dx.doi.org/10.1063/1.2362922,Seebeck enhanced w/ Temp,210.93,4,5,20,10.5465,Wang,http://dx.doi.org/10.1021/jp809049s,164747,0.03389173982,62,8
,113,700,0.000174057,-0.000123847,2.41558,0.02553619011,0.000123847,0.0616847101,0.00008812101443,Ca0.9Nd0.1MnO3,Ca1-xNdxMnO3,0.1,CaMnO3,5745.244374,Solid state reaction,polycrystalline,Flahaut2006JAP,http://dx.doi.org/10.1063/1.2362922,Seebeck enhanced w/ Temp,210.93,4,5,20,10.5465,Wang,http://dx.doi.org/10.1021/jp809049s,164747,0.04062327636,62,8
,114,1000,0.000213208,-0.000130035,2.38232,0.03329024037,0.000130035,0.07930800545,0.00007930800545,Ca0.9Nd0.1MnO3,Ca1-xNdxMnO3,0.1,CaMnO3,4690.255525,Solid state reaction,polycrystalline,Flahaut2006JAP,http://dx.doi.org/10.1063/1.2362922,Seebeck enhanced w/ Temp,210.93,4,5,20,10.5465,Wang,http://dx.doi.org/10.1021/jp809049s,164747,0.04803814551,62,8
,115,400,0.000107547,-0.000090279,1.5871,0.01909989057,0.000090279,0.03031343632,0.00007578359081,Ca0.9Tb0.1MnO3,Ca1-xTbxMnO3,0.1,CaMnO3,9298.260295,Solid state reaction,polycrystalline,Flahaut2006JAP,http://dx.doi.org/10.1063/1.2362922,Seebeck enhanced w/ Temp,209.02,4,5,20,10.451,Wang,http://dx.doi.org/10.1021/jp809049s,164751,0.05718040482,62,8
